date,symbol,close,rsi,macd_hist,atr,ema50,ema200,regime,direction,score,filter_score,volume_spike,price_momentum,trend_strength,momentum_score,entry_ok,strategy_tag,stop_loss,take_profit,tp1,tp2,tp3,risk_reward,stop_loss_pct,reco_score,reco_strength
2025-12-30,AAPL,272.82470703125,48.42,-0.7304,4.1207,269.19,244.35,True,True,0,1,False,False,True,40,False,Defansif 🛡️,262.52,299.61,291.37,299.61,,2.6,3.78,6.295,34
2025-12-31,AAPL,271.6058349609375,45.69,-0.7195,3.9641,269.28,244.62,True,True,0,1,False,False,True,38,False,Defansif 🛡️,261.7,297.37,289.44,297.37,,2.6,3.65,6.291,34
2026-01-02,AAPL,270.75665283203125,43.84,-0.7348,4.3118,269.34,244.88,True,True,0,1,False,False,True,37,False,Defansif 🛡️,259.98,298.78,290.16,298.78,,2.6,3.98,6.28,34
2026-01-05,AAPL,267.0101623535156,36.75,-0.9491,4.387,269.25,245.1,True,False,1,1,False,False,True,3,False,Defansif 🛡️,256.04,295.53,286.75,295.53,,2.6,4.11,5.272,29
2026-01-06,AAPL,262.1147155761719,29.94,-1.348,4.4611,268.97,245.27,True,False,1,2,True,False,True,0,False,Defansif 🛡️,250.96,291.11,282.19,291.11,,2.6,4.25,7.23,40
2026-01-07,AAPL,260.08660888671875,27.65,-1.6556,4.4187,268.62,245.42,True,False,1,1,False,False,True,0,False,Defansif 🛡️,249.04,288.81,279.97,288.81,,2.6,4.25,5.221,29
2026-01-08,AAPL,258.7978515625,26.28,-1.8389,4.4334,268.24,245.55,True,False,1,1,False,False,True,0,False,Defansif 🛡️,247.71,287.62,278.75,287.62,,2.6,4.28,5.206,28
2026-01-09,AAPL,259.1275329589844,27.27,-1.8272,4.4015,267.88,245.69,True,False,1,1,False,False,True,0,False,Defansif 🛡️,248.12,287.74,278.93,287.74,,2.6,4.25,5.214,28
2026-01-12,AAPL,260.0067138671875,29.99,-1.6547,4.4082,267.57,245.83,True,False,0,1,False,False,True,0,False,Defansif 🛡️,248.99,288.66,279.84,288.66,,2.6,4.24,4.248,23
2026-01-13,AAPL,260.8059387207031,32.45,-1.3917,4.3374,267.31,245.98,True,False,1,1,False,False,True,1,False,Defansif 🛡️,249.96,289.0,280.32,289.0,,2.6,4.16,5.29,29
2026-01-14,AAPL,259.71697998046875,30.86,-1.2032,4.3923,267.01,246.11,True,False,0,1,False,False,True,0,False,Defansif 🛡️,248.74,288.27,279.48,288.27,,2.6,4.23,4.292,23
2026-01-15,AAPL,257.9685974121094,28.44,-1.1106,4.3633,266.65,246.23,True,False,0,1,False,False,True,0,False,Defansif 🛡️,247.06,286.33,277.6,286.33,,2.6,4.23,4.287,23
2026-01-16,AAPL,255.29112243652344,25.18,-1.1397,4.3349,266.21,246.32,True,False,1,2,True,False,True,0,False,Defansif 🛡️,244.45,283.47,274.8,283.47,,2.6,4.25,7.258,40
2026-01-20,AAPL,246.46937561035156,17.91,-1.633,4.8895,265.43,246.32,True,False,1,2,True,False,True,0,False,Defansif 🛡️,234.25,278.25,268.47,278.25,,2.6,4.96,7.231,40
2026-01-21,AAPL,247.41848754882812,20.57,-1.7642,4.9955,264.73,246.34,True,False,2,1,False,False,True,0,False,Defansif 🛡️,234.93,279.89,269.9,279.89,,2.6,5.05,6.218,34
2026-01-22,AAPL,248.1178436279297,22.56,-1.6735,4.8777,264.08,246.35,True,False,0,1,False,False,True,0,False,Defansif 🛡️,235.92,279.82,270.07,279.82,,2.6,4.91,4.211,23
